index,text,emotions
360024,i feel contented a href http mindfuckedd,joy
380018,i are feeling a little sleep deprived,sadness
369656,im feeling more energetic little by little but im not getting a lot done,joy
351119,i feel a little disillusioned with architecture,sadness
399225,i step out of the house it feels hostile,anger
379616,i feel appreciative of his friendship or is this too gay,joy
395821,i just feel so unwelcome in this house,sadness
355978,im currently feeling about that tender subject love,love
406876,i feel for the innocent creatures because of the environment overcrowding and greed is overwhelming,joy
391604,i feel the more i pay attention to what is going on in this world the more outraged i become,anger
380673,i feel dumb because i made this whole big i m a lesbian declaration and now i have nothing to back it up,sadness
383108,i can honestly say that i feel pretty fantastic,joy
379906,i started feeling really paranoid thinking dr,fear
373624,i feel playful and silly,joy
398908,i feel i have been wronged,anger
357183,i have the experience and can easily get paid more to do less anywhere else but i feel loyal to this place almost,love
416768,im feeling a bit pathetic today i cant stop crying,sadness
382225,i was feeling grumpy over nothing again think im just too bored yet couldnt get myself to start doing things,anger
374754,i have loved being home so far even though it is unlike any break i have had and i feel like a lot of things about this summer is uncertain i know that the lord will do great things and i will be shown the extent of how blessed i am,fear
353503,i feel inside cause life is like a game sometimes but then you came around me the walls just disappeared nothing to surround me and keep me from my fears im unprotected see how ive opened up oh youve made me trust because ive never felt like this before im naked around you does it show,fear
373190,i feel dumb as a post and kind of useless but im trying,sadness
370903,i dont know why i feel a sense of longing towards him again,love
377718,i got more than feet away from the picnic table i would start to feel separation anxiety about being so far from this precious precious queso,joy
416442,i feel really clever reading it even though its got pictures and stuff p,joy
378389,i really hope you re enjoying a healthy eating lifestyle filled with all of nature s goodness and that you re feeling fantastic about yourself,joy
395745,i have been practically working ot daily and i have no time for study and going for my prelim which really make me feel quite troubled,sadness
387424,when india first won the world cup cricket tournament,joy
367820,i feel really uncomfortable with my wrinkles on my forehead and under my eyes more dark circles eye bags and mosquitoes bite on my face,fear
359127,i am feeling stressed like that is to the water,sadness
377227,i am watching my carb intake and my sugar intake although the white chocolate mocha i just had at starbucks probably would kill any atkins subscriber immediately but im not starving myself im not feeling deprived,sadness
372202,i want you to not feel afraid to make fools of ourselves when we go out together,fear
361762,i feel comfortable that she would tell me if she feels rudy is being uncomfortable,joy
363541,i feel almost offended when i see a dancer with fantastic abilities walking their way through a performance,anger
352153,i still feel smug,joy
409327,ive been feeling really fucked lately,anger
400215,i am having a multitude of feelings and none of them are particularly positive right at the moment,joy
373592,i feel a sense of relief and also sadness because im ending and my colleagues most anyway have been oh so fab,joy
367761,i have to feel thankful that for now she is not depending on others to define her or make her happy,joy
415388,i have been feeling more and more discontent with the direction that my life has taken,sadness
391427,i think im feeling the repressions of how ive punished my body the fatigue is setting in,sadness
368046,i just hate sitting and watching the news and feeling helpless,fear
399677,i am not superwoman and if anyone is feeling disillusioned by that statement you haven t met me,sadness
413205,i never achieve the connection with another human that i am craving however i do manage to polish off an incredible amount of food without ever truly feeling satisfied,joy
388029,im really feeling like winters already here because its so cold all the time already,anger
359524,i feel like doing things by myself is completely acceptable in the city going on bike rides reading on the beach seeing concerts etc,joy
402608,i had a feeling that edward was appreciative of the motorcycle or at least would be if not for the problem that it was mine,joy
413760,i feel what i want to do and that youre indecisive on both,fear
405304,i feel so spiritually wimpy,fear
378824,im feeling submissive to give in to them,sadness
353182,i cannot tell you how bad i feel about not trusting her after she saw the damage she did and apologized,joy
391682,ive been feeling more and more lethargic lately,sadness
351792,i got invited to a barbecue but didnt feel like making the effort to be sociable,joy
396396,i feel cheated outraged lonely,anger
392274,i feel many emotions but boring is not usually a top one,sadness
350837,i know dustin was because he had been feeling like he was going to get a cold,anger
404126,i feel like a really awful mother wife for being so slack,sadness
406167,i know the only way someone at my stage can be made to feel lovely again would be through a partner who would take care of me the way i took care of those old houses i used to own,love
385488,i have a million things on my plate at the moment and yet find myself feeling underwhelmed and lethargic as though i have nothing going on,sadness
399279,i ended my first day at the prison feeling surprisingly more petrified than i had when i had first entered the prison,fear
353496,i was nervous at first but as i talked and as they participated i began to feel really excited and completely invigorated by what was happening,joy
411168,i feel really dull in the head i guess is what i m saying,sadness
407857,im feeling pretty tortured right now,anger
399803,i am listening to kvitka ukrainian singer and feeling wonderfully nostalgic and sentimental,love
401333,i know how i feel when i am peaceful,joy
373869,i feel thoroughly unpleasant,sadness
388112,i know i would feel uncomfortable in shorts because i d worry about showing off the goodies during certain positions,fear
393721,i wound up driving to him getting butterflies like a teenager when we kissed then feeling rotten for a week after expecting him to call,sadness
399697,i everyone i feel really honored to be invited to contribute to sach as great community i hope youll enjoy my works,joy
386288,i feel pretty selfish about a good wallow after al as a wife mom and my other hats i seem to now wear i just really dont have a lot of time to dedicate to a good wallow,anger
387405,i hate being tagged cause i always feel like an ungrateful jerkface for not participating,sadness
351571,i feel very ashamed of belonging to,sadness
351163,i like listening whenever i feel like putting on romantic songs,love
375030,i feel restless it s then that i get inspired,fear
377584,i feel like im the most boring year old ever or at least like im wasting my youth studying instead of going on adventures and having fun times,sadness
412140,i developed a system which helps me to direct and i feel much more confident as a director,joy
406148,i think ive been out of action for too long im starting to feel complacent,joy
365057,i can see so many similarities that make me feel homesick,sadness
352917,i work in a bar in midtown and i enjoy it and i feel like it s family and i make amazing money that allows me to write travel and pursue my dreams,surprise
392064,i hate feeling needy and i think that being found set me all up for that,sadness
363610,i almost feel like i m being punished and i can t think of anything i ve done,sadness
410272,i feel that it still wont be that carefree,joy
359390,i and gala apple sweet with a light tart note of a honeycrisp ripe pear in the mix very crisp almost creamy feel low carbonation that gives you a fine fizzy feel sweet upfront very light tart note on the mid sweet on the finish light body overall heavy on the sweetness,sadness
408024,i can feel is ungrateful hateful and all i can hear is that one sharp ever so fuckin painful noise,sadness
351991,i feel i have to endure so many dull things in order to experience a game s truly wonderful aspects,sadness
404127,i hate that you feel so abused now that i m finished screwing you,sadness
399008,i contemplated asking the director who is personal friends with her but i feel like maybe it would be rude,anger
363152,i could feel the friendly and intimate atmospheres,joy
383394,i wanted to feel special for once and the promises i heard about vimax inspired me to pick up a starter supply,joy
364278,i feel really bad when he enters as it makes me feel say na me bad pass pardon my pidgin dear libers kindly advice me on drugs exercise cream whatever to use to become tight again,sadness
383686,i cant find any other words to express how i feel i stand amazed in the presence of jesus the nazarene,surprise
380475,i find im not as sore after a long bike ride as i used to be after a long run but i feel just as invigorated and exercised as i did from a run,joy
363059,i feel a oneness with humanity and a need to feel more compassionate towards people in general even through the day to day modern life i feel like i am doing a service just by showing up and paying attention to the people around me,love
393737,i understand how hurtful that is but its only because it makes them feel smart in that moment,joy
404008,i still feel like im being punished and i punish myself because to be honest i am most comfortable that way,sadness
350579,i had never followed a guide for atsumoris route i think i would have tore my hair out playing the game despite me feeling very sympathetic for the poor kid,love
396236,having my personal objects rearranged by someone else without my consent and having it arranged to their taste then trying to find a particular object they rearranged for an hour or more,anger
352550,i will nominate everyone who reads this and you should feel free to answer my questions below either on your own blog or in my comments,joy
400591,i feel invigorated when i am where,joy
412243,i feel bad for procrastinating,sadness
369594,i confess this approach is a much more wholesome one than i ve seen in many western churches and christians who consume without thought feeling that the earth is damaged goods anyway,sadness
373368,im feeling particularly generous,love
369502,i really can feel his prayers what a faithful saint he is,joy
391673,i feel so inadequate as a parent and get extremely disappointed when i lose my temper or patience with my kids,sadness
407637,i was feeling so lousy he tried his hardest to be home by every night to help me get he kids ready and into bed,sadness
353873,im writing about this again because i feel like im hitting a low with it,sadness
365248,i always feel like im being very gentle with how i swipe fake up on im scared the product will break off like lipsticks sometimes tend to do,love
409236,i should feel like there is much to do sure because there is but not so much that im overwhelmed unhappy and not enjoying my time with my family,joy
403562,im not feeling grossly disillusioned at the moment archives a href http bipolarblast,sadness
366350,i was feeling kind of jealous when i was the only one left,anger
382347,i ran into some crazy knife wielding old man in the subway and he cut my arm it is my heart my very soul that feels beaten to a pulp,sadness
383814,i think only we know how it feels like to be longing for all those ibadat that we do everyday,love
402153,i feel like it has become part of my day and when it s gone it feels weird,surprise
381866,i just watch and feel listless,sadness
406369,im feeling needy and clingy and declare that today is officially wordy wednesday,sadness
353121,i poured my heartache and disappointment into stories not caring what i wrote only knowing that doing so made me feel better,joy
406431,i didnt feel too overwhelmed and exhausted to write something,fear
356528,i feel like i shouldnt be this stressed out but i am and as of right now there isnt much i can do about it,anger
350903,i have been feeling incredibly homesick for new york lately,sadness
383625,i think above all the main reason that i am so pissed about this situation is that i feel like the gym itself did a really shitty thing,sadness
355368,i feel the suffering soldiers line role in the imba is to provide a broader perspective the role of the tower are only available until the transmission of a faster cut into the battlefield,sadness
403629,i feel i cant think of anyone trusting in another persons love as much as i trusted in hers,joy
412019,i am feeling sooooo very hateful right now,anger
405774,ill not accept some book of questionable origin as the basis of my beliefs so dont press the point or i feel i might become hostile though what it matters on the internet is a question with one answer,anger
401813,i just want you guys to know that right now i m not feeling as violent as i was when i authored part iii,anger
412443,im feeling quite keen on the idea of making some blue ish eggs,joy
364062,i feel stressed about everything,sadness
377174,i said she was right i didn t feel morally superior because i read john cheever or david foster wallace or william styron or zadie smith or mary lee settle instead of stephen king,joy
382033,i want sex that does involve feelings of caring for and loving that person,love
369778,i feel that fashion is my artistic expression,joy
407189,i am selling them is that i feel they are simply to pretty for me they feel to elegant to wear with my everyday casual lolita,joy
405441,im feeling generous hand it over little one and well let the two of you go home in one piece he shrugged its a very generous offer,love
409216,i feel rather disturbed with the things i got to know only today but anyhow one of the few reasons why im glad id insisted on coming to a jc is that gp has indeed broadened my horizon in a way or another,sadness
356200,i feel slightly disturbed by the thought that even people who claim to be evangelical christians who come on are obviously the christian elites,sadness
384080,i still feel selfish about it at times,anger
397028,i feel unsure all the time i can t trust my own judgement sometimes that it makes me question whether i can stay for much longer,fear
414498,im in nyc all week and have surrounded myself with family and friends and work all of which have been helpful in keeping me busy and feeling positive,joy
352332,im suffering from a sniffle my kneading muscles were feeling particularly lame,sadness
399345,i feel like it was just yesterday that my sweet little boy was born,love
394857,i was one of several commentators who frankly didnt feel the article to be very useful for role players,joy
383798,i feel a sense of calm coming over me and the ideas are starting to flow again,joy
351787,i feel betrayed by australians you know them those people who are so useless they should be extinct with their pale skin and lack of civility not to mention their revoltingly disgusting attitudes towards people that arent completely devoid of all intelligence and human feeling,sadness
379776,i was once told that while science explains the how religion explains the why and i feel this is the real reason that intelligent design is not and should not be accepted as a scientific theory on the basis of it not actually explaining how something works or how something was created,joy
372702,i was busy trying to control my post bender anxiety or just feeling too lousy to really listen to them and be present in the moment,sadness
363803,i thought back about our text messages for the last few months i feel like im a little dumb and how wonderful it is if it can be continue til now,sadness
407008,i had one of those weekends where i alternated back and forth from feelings of oh my gosh my child is the most amazing wonderful thing that has ever happened to me one moment to why did we ever want to have kids the next minute,surprise
402032,i feel disappointed that this is the case,sadness
364378,i feel so saddened that my girls have to grow up in a world where society will at some point influence how they feel about themselves and most men will make them feel inadequate,sadness
393751,i take a beta blocker to help slow down my heart rate when i am feeling anxious,fear
401609,i was enough pissed off till i could feel my chest in vain,sadness
373736,i feel smart and good about things,joy
396511,i consider these things and the prejudices of people in favour of ancient customs and regulations i feel anxious for the fate of our monarchy or democracy or what ever is to take place,fear
362103,i feel like putting the effort into being charming or i end up being just downright impossible,joy
364488,im eager to see what everyone else does with this fab background this month and have a sneaky feeling theirs will be an awful lot more inventive than mine,sadness
380768,i was a child but it still makes me feel super uncomfortable,joy
402571,i was in a dark place feeling hopeless about life and i even kept getting these horrible reoccurring dreams that the head of my once upon a time i could have said my department is chewing me out and saying i will never be good enough to the point i wake up crying,sadness
390974,i feel guilty for not having the courage to love myself,sadness
374914,i feel really crappy or bloated,sadness
374459,i was feeling a little tender,love
381124,i feel like my living area is finally a really pretty living area rather than a place to just slouch,joy
364402,i only felt half guilty as i know beyond a certain basic level a student needs living speech to feel the language can be vital when they really connect to the language so they feel they are the language then they learn,joy
362585,i feel like i never ever see steve and im terrified of losing him,fear
369949,i feel like midway could sell a lot of copies to casual players who dont own a next gen system yet,joy
397867,i feel him but on the promises he has given and those are always faithful,love
370677,i did find myself feeling sympathetic towards her,love
367861,i feel honoured that they decided that my recipe was the perfect addition for this cookbook,joy
389400,i was feeling pretty smug about making it through a stretch of i when all of a sudden the section of highway disappeared without warning and i was on the far left lane of you guessed it i,joy
378036,i remember feeling a little bit fearful,fear
379244,i know there will be a day where i am driving windows down radio blaring and feeling joyful,joy
358518,i feel so amused at myself because of what is going on but i hope he just sit back and think about what he is going to do before our relationship go to waist,joy
382136,ive a feeling that my les valve has been damaged somehow either during or after the pregnancy because i cant lay down with anything in my stomach or it will come up,sadness
392701,i feel pretty confident about the daily show who will probably win again the colbert report and snl even though it may have lost of its luster as of late,joy
365277,im not feeling overly thankful or grateful today yet this way of looking at thanks as a form of thought was uplifting thanks is more than a specific thought it is a way of thinking,joy
389670,i know you feel amazed by reading title of this article but i know you definitely agree with this in the end,surprise
381643,im lazy i get bored i get scared i feel ignored i feel happy i get silly,sadness
386554,i feel like i missed a lot but i m glad to be back,sadness
360743,i look about as sick as i feel so i do not think this will be a worthwhile endeavour,joy
410806,i feeling virtuous,joy
394277,i am to have my mixed feelings prints accepted for the a href http woodblockdreams,love
386875,i am a teacher i feel that sometimes parents are afraid to ask me their stupid questions,fear
394939,i could not feel more disgusted by the entire experience,anger
381526,i swallow an iron ball and the feeling is unpleasant for the first few minutes,sadness
399267,i guess that one big advantage of being a magi master tween is being able to know what others are feeling but michael doesn t know that i can do that and i m glad that he trusts me enough to be honest even with tween dangerous topics like the hotness of other girls,joy
388124,i can t help but feel a little hesitant towards lily,fear
350885,i didnt even feel mildly apprehensive,fear
396584,im beginning to feel less grouchy but im guessing that thats mostly because the clock is ticking ever closer to going home,anger
395669,i just proceed by doing what feels faithful and welcoming and by avoiding what doesn t,joy
378826,i feel pretty good about it,joy
416456,i think about i feel the need to play with my self i feel horny,love
354423,i feel like beatrice stubborn assertive and kind,anger
405218,i have been feeling low about it but i suppose that s better than freaking out,sadness
360605,i feel less inhibited by any inherent prejudices in any revelations,fear
416767,i get the feeling that he is very greedy and business oriented,anger
393018,im trying not to blame anyone or feel suspicious of doctors and science,fear
408113,i feel extremely relieved but im pretty sure this isnt as interesting as the main subject of this post will be,joy
397661,i was feeling a bit generous and decided to buy terryn another geotrax set,joy
411775,i know who all think this way so i ve always feel skeptical about painting my nails red since i also have light skin so the red is really going to stand out is there a cute way for a year old to wear red nails without looking like she s trying too hard or looking like a hooker,fear
383475,i suck in a deep breath and my lungs already feel needy,sadness
366172,i remember feeling shocked at how readily indians will step on each other to marginally improve their own situation but more recently i came to understand how far we ve allowed ourselves to be led down the same path,surprise
355716,i decided not to ruffle my thoughts but to sing in my heart my favorite song right place right time as i kept singing mentally to myself those positive word that i am always at the right place and at the right time i felt my mind started to relax and feeling joyful and happy suddenly,joy
372123,i only feel a little bit lethargic,sadness
360994,im feeling less agitated,anger
404350,i know i have been distant with you and i feel like a lousy friend,sadness
385126,i was feeling pretty gloomy after that hogfart of a loss to the spurs sunday night,sadness
409116,i pull on wellingtons and walk out onto open fields feeling the gentle benevolence of the snow on my hair and face,love
353883,i did feel disgusted when it was over mostly at myself for watching,anger
373740,i sleep pretty well but some nights i do feel a little restless,fear
415062,i still think it is worth posting here as a reminder for the next time i feel anxious,fear
377143,i totally feel stupid and awkward,sadness
391025,i may have had a little too much than i should have but feeling playful i thought we could bring out the scarves,joy
374637,i feel when i read it wow i m so confused right now,fear
411920,i always tell them that i m a normal human being but sometimes i still feel annoyed with myself,anger
398756,i feel i have offended and upset old friends and new,anger
414591,i feel more than just persuaded that you will enjoy while watching horny gay doctor tease and measure young twink s dick,love
369911,im feeling sleep deprived so ill keep this short,sadness
380727,i decide that picking the easy route would get me nowhere and i feel like other people want me tortured so i follow the blue path,anger
398418,i know people do their utmost to help and still i feel awkward about all this,sadness
402093,i feel most frightened,fear
362312,i don t feel like supporting oregon s endeavors,joy
355925,i feel like i devoted essentially my entire life to him while he lived,love
389773,i just hope it fits i am really feeling paranoid about it,fear
396475,i feel like a pathetic child,sadness
415880,i can t feel romantic,love
386119,i start feeling so suspicious of others,fear
363258,i punched out of work sunday sighed and the brunch trumpeter waldo carter said from behind i know exactly how you feel this startled me and i flinched,fear
375183,i feel so welcomed in the big emergency essentials family,joy
358791,i feel so helpless when i look out at the world,fear
353511,i see misogyny on the internet i feel mad,anger
414519,i fully enjoy music when i feel afraid using headphones,fear
384345,i feel statements and loving paraphrase,love
395197,im already hyper emotional irritated so if he feel the need to be the smart alec everyone knows he is then woopty doo i will be one too,joy
390914,i could feel superior not a good thing but as i said i was in arrogance mode,joy
379297,i don t want them to feel that they need to conform to society in order to be accepted,love
392179,i like scarves because they make my neck feel safe,joy
372936,i also get the feeling the coaches arent totally satisfied at rb theyre building a good stable of backs but still searching for that game changer,joy
371386,i only feel doubtful about myself that i cant do anything right around them,fear
366818,i must say gantz ii was also interesting even though i feel it was slightly less successful than the first part,joy
394661,i feel about them or how loyal i am to them or what not,love
384381,i feel a little disappointed as well that the true pa was not that noble that laura was actually sent out to work for other families off and on from the time she was years old that the family was never as alone or independent as the little house books portray them to be,sadness
383240,im feeling ecstatic,joy
393995,im not sure that a day can go by though without me feeling like the someone is mad at me,anger
351098,i just feel like going upto any idiotic bitch that says porn is bad and that boys will be fawked by looking at it and just flap down my pants and slap my penis at her,sadness
356166,i guess this answers the question as to why i write anything that burning feeling within of a story that i feel so passionate about that i wont be satisfied until it is written,joy
415580,i feel disgusted with them,anger
406005,i am writing my right knee is feeling a bit tender and sore,love
388963,i feel positively mellow right now and no ive not had anything to drink,joy
379894,i blogged last year about making hay feeling nostalgic and missing my farmer father mowing a small patch of my world with my little red tractor,love
390224,i think when i stopped feeling comfortable thats when i started compulsively eating again,joy
368177,i understand that they are reacting to what we re doing i think they re observing us closely and i become happier i can actual feel that they re supporting us,joy
409191,im feeling especially thankful this week,joy
362825,i get frustrated and feel like he just see s me as a cute small girl i am not just a additional female whose just tiresome to delight a man,joy
390241,i feel the touch of your sweet hand,joy
385995,i want people to hear whatever three or so of you might be listening out there just because i have celery on my plate and not pasta just because im not eating the cake and punch just because im not clearing out the chip bowl it doesnt mean that im feeling deprived,sadness
397399,i feel so petty you know,anger
410962,i feel as though satan doesnt want these one here so im going to be that much more determined to get this out,joy
377782,i feel a little resentful that he would introduce me to this whole new world of thinking and feeling and new people and then one day just drop me on my ass and stop,anger
386053,i feel a little bouncy have some great energy and i am ready to tackle my projects for the day,joy
355789,i learned that as long as you can play within the click track you can still achieve a natural feel i m convinced and i used to be a purist and think jon bonham never used a click track,joy
388119,im feeling pretty stupid and mad at myself right now so heres what happened had a yummy breakfast idea to make some sundried tomato hummus and put it on a bagel,sadness
413957,i was not in a rush so i did not feel aggravated,anger
354640,i feel the most sincere happiness when i am on a plane going away and the most saddened when i am on a plane going back home,joy
414309,i have had a hard time resisting the pull of the computer its such an easy way to occupy my time when i am couch bound but i always leave it feeling irritable and unsatisfied,anger
356152,i get a very distinct feeling like this year is it for being in my carefree s that this is my last year to stay up all hours of the night pfft like i do that now and get drunk as a skunk on weekends again nope,joy
371571,i feel very lucky to be involved and working with this particular group,joy
403218,i did feel such a strong cause in my wants but then again if nothing is happening,joy
411452,i feel are the five most dangerous things to have in your portable career portfolio prior to you jump ship,anger
403053,ive never felt cool enough for los angeles but then again i feel like i would be so lost in new york if i didnt have any friends there to help me adjust,sadness
369322,i feel that thats in the past but i still resent looking back and seeing we hated each other because before that we had an awesome friendship,anger
393431,i remember feeling content and blessed that i was born in malaysia because we did not have racial wars or anything like that,joy
413432,ive tried to step up and push my way through but i feel so rude definite cultural difference,anger
355229,i feel so delighted whenever i go to church together with my family,joy
378418,i feel lousy when i can t exercise,sadness
391422,i rid myself of many bad habits only to fall back into them when i feel insecure or vulnerable,fear
354884,i feel like she is having funny with my family and i,surprise
351035,i could put a lot more thought into my writing and i came away feeling very impressed with the spontaneous creativity of some of my fellow bloggers,surprise
400729,i couldn t decide whether or not to feel offended or cherished so i decided on the latter since they thought so well of me as a mom and loved my son so much,anger
352732,i had a summer job in sweden,joy
360528,i was starting to feel ever more doubtful of the fact that i would be able to continue on with px because the mere thought of the things i needed to get done today before getting to my workout tonight was making me tired,fear
385582,i feel like i should be punished a little bit,sadness
371269,i really started to not feel well,joy
352928,i remember going to sleep and sleeping for hours after and waking up feeling all groggy and disorientated with just an ache in my head,sadness
391384,i feel could have been avoided with some blazes markers or cairns i was very annoyed at this point,anger
386250,i had been walking for about one and a half hours by this point and i was feeling a bit hot in the may sunshine,love
414528,i feel they were disappointed after the weekend he added,sadness
363557,i have an amazing group of friends people that i feel proud and so incredibly appreciative of their presence in my life,joy
375919,i do truly feel rich,joy
379327,i find myself in the odd position of feeling supportive of,love
373518,i feel sure you would like them too,joy
365604,i am just feeling generous,joy
368398,i canon i feel a many devoted code of digital cameras,love
368193,i thank you all for your hospitality i feel so welcomed and loved,joy
387612,i am feeling sarcastic and lazy,anger
357252,im sure terrorists feel their lives threatened by change,fear
413950,i saw my ex in town recently and instead of feeling scared i just rolled past him because i thought about how stupid i was to ever let that person control my life,fear
416527,i could not help feeling awkward and out of place,sadness
405734,i feel less lonely,sadness
374656,i feel bamboozled for falling for the sleepover stunt again they looked precious while crawling in for story time in their matching pajamas matching because both sets belong ed to catcher and are transitioning to scout as he grows out of them,joy
364356,i always feel like i am second to them and i feel he should be loyal to me,love
364129,i was feeling that bitchy irrationality that only comes with caffeine abuse,anger
393656,i feel so determined to make it come together with jet especially,joy
376913,i feel wronged i still sing this song,anger
358634,i was helpless and incompetent made me feel miserable as if i wasn t as good as anyone else,sadness
356351,i do not feel sad right now at least not in this minute,sadness
377239,i do not feel respected or supported,joy
392937,i am left to sit and wonder why the feeling of discontent had come upon me at all,sadness
371539,i tried to be more mindful of my thoughts though and at the time i was feeling anxious depressed and lonely,fear
415805,i believe that new two part drama the poison tree is one of those exceptions as it feels rushed is riddled with clich s and has at least one central character that isn t particularly likeable,anger
392628,i was feeling unusually eager i might try to crook my head around the door jamb to sneak a peek at the two of them,joy
397076,i feel so ungrateful to want so much when i have so much already,sadness
399138,i hate when i yell because then i feel like i am being naughty too,love
370319,i feel like my heart broke telling my children a class comment link href http software applz,sadness
404505,i got the feeling that she wasnt very thrilled with the idea of him marrying someone she didnt know,joy
359264,i feel it all and i am so impressed with her voice and how good that,surprise
360759,i eat sweets when i am feeling exhausted,sadness
385089,i often feel more lonely with people than alone,sadness
360407,i do not feel brave,joy
353900,i see a newborn baby on my news feed or whenever i hear a friend or someone i know getting pregnant i feel that longing,love
384178,i am up and about i feel comfortable enough but once i get in bed i feel cold at least when i wake,joy
411144,i just feel very dissatisfied with what im doing now and as a result i find myself doing just enough to stay out of trouble while counting down the hours until i leave,anger
379763,i feel impressed to record my testimony of this marvelous book now while still filled with the peaceful yet prodding spirit of moronis words c ome unto christ and be perfected in him,surprise
353137,im feeling jolly right now yesss cause i had a great day ok heres a brief type up of the things i did today st went to woodlands library to study with hafeefofambinhassan nd went to bp to meet haris for soccer rd played soccer till we couldnt move th met rasyiqa syira to lepak,joy
411403,i just said may feel like i have threatened their very important reality,fear
386794,ive also been sleeping less than i should not by lack of time but because i feel agitated and it takes at least an hour for me to fall asleep,fear
394963,i know i will get there and i know i m not actually just spinning my wheels but i sure am feeling impatient with myself,anger
376701,i feel more like being a pest rather than if i should be furious with him,anger
375317,i dont really like how much of a social butterfly she is and i feel instantly jealous whenever she is kind of flirty with anyone else,anger
382722,im like standing there feeling humiliated by myself,sadness
370407,i didn t think i d be able to say that and feel like i m relatively truthful,joy
375140,im feeling lots of little contractions and im super tired,joy
382811,i feel excited because ive done really well in my art,joy
360931,i wasnt feeling terribly clever when i started writing there i suppose,joy
365007,i am still afraid i feel more fearless,joy
402405,i am disgusted with liers,anger
402997,i have the urge to do something unconventional or am feeling rebellious then i will justify it by saying im a creative person,anger
398426,i wrote an update on fabio he had had his month check up and although everything was generally fine he still had a few issues he had to deal with such as lack of flavour and appetite dry mouth feeling of being cold breathing issues and difficulty in regaining the weight that he had lost,anger
383596,i dont know why today i feel a bit weird i am not sure whether is because of my mid term test or what hopefully it worry stay long i felt like very uncomfortable in my heart,fear
355844,i love the feeling of when someone else thinks your drawing is amazing it really makes me feel great,joy
414453,i have a feeling there are some fabulous things just waiting to be unearthed in there,joy
375388,i feel like i have been accepted into my school and i am a small part of the teaching staff,joy
355605,i almost feel pressured by the mob of my peers,fear
365938,i feel like i am being tortured every day,fear
392938,i remember feeling a little stressed leading up to the day as it was my first time hosting thanksgiving for my parents but everything went fine,anger
398052,i feel bouncy now,joy
376217,i was feeling depressed by the supreme courts decision this week mccutcheon and the republican national committee that drives another nail by extending citizens united into the coffin of egalitarian democracy which supports the underlying democratic notion that each american has an equal vote,sadness
389053,im not really feeling enthralled i was just excited that they have that emotion to use haha,surprise
368179,i feel stronger when i have success when i am on a role when i get positive feedback,joy
379463,im crazy i understand that the feeling of a repressed memory may be just that a feeling,sadness
368766,i share my feelings i am opening the door to truthful communication,joy
387309,i really feel remorseful for my attitude towards my parents,sadness
415056,i feel very unpleasant sensations in my legs that are difficult to describe and the only way to get rid of them is to get up and move around,sadness
410979,i put together a treasury on etsy just to keep apprised of what the other businesses are doing what is in fashion how items work stylistically with each other from shop to shop it keeps my creative juices flowing especially when im feeling drained of ideas for my own shop,sadness
373177,i feel when you make me mad,anger
351806,i am feeling very disillusioned,sadness
369733,i am feeling pretty guilty about posting pictures of some stray cat i cuddled on the street and not even posting pictures of my own two cats,sadness
368201,i dear friends feel like a loser an unsuccessful loser who still sits in the stands of her own life,sadness
408797,i feel so awkward calling someone in their early s a lady,sadness
376829,ill be super sensitive to any sexual jokes or remarks etc and feel disgusted and want to shy away and be my myself and just curl up and sleep with the heater turned up and the rain pouring outside,anger
390011,i dont play myself as some conniving must hate reality persona i feel i will be gaining some valuable experience,joy
358194,i kind of feel like they are trusting me a lot which is cool,joy
372751,i admit i don t feel appreciative or stimulated,joy
374009,i love going to greece because i feel like im at the end of the planet gorgeous and beautiful and dry,joy
372647,i woke up feeling absolutely miserable,sadness
388443,i know i am attempting to do something more vibrant and patterned in this piece but i still want to maintain the feeling of calm and i dont want this painting to be chaotic,joy
400217,i would smile by the time my mom calls me because at least i can feel that my mom is caring me and think about me,love
363695,i should ve just listened to all these feelings i ve been having how afraid i ve been and never should have let it get as far as it did for me,fear
379515,i feel really thrilled at receiving this encouragement to sustain my blogging,joy
372214,i begin to feel homesick for if i don t see them regularly,sadness
362703,i know what people feel like when theyre profiled when innocent people get caught up in what i was caught in as an innocent person craig told nbcs matt lauer in a prime time interview that aired oct,joy
362463,i wanted to portray the feeling of a carefree summer day,joy
402388,i could feel my shoulder getting damaged probably related to when i used to swim and each day it would get worse,sadness
373748,i feel like sue ing chipster for make such a delicious chip,joy
353936,ill feel slightly claggy and my eyes might start aching or even start twitching,sadness
371770,i feel like i am uncertain on what to do,fear
350111,i am feeling morose not verbose,sadness
404601,i hate feeling so uncertain every now and then,fear
398134,i know that sounds awful but this is my blog and my place to vent so i am gonna say what i feel she was very impatient with my kids,anger
365068,i feel disillusioned once again,sadness
400848,i stepped into my student house of i just felt at ease i didn t feel shy i didn t stutter in fact i suddenly realised here i had the chance to reinvent myself i had a clean slate where no one knew that i was shy,fear
383861,i feel the need to be accepted,joy
372061,i hope that if they feel that way at school they will be glad to be there and do whatever it is were doing,joy
358074,i know what youre thinking already thats what people have to tell themselves to feel ok lol,joy
376019,i know this isnt what a person is supposed to prefer on christmas especially one with a nother life threatening illness but im feeling more contented than i have in days,joy
363298,i left the film feeling bothered in a good way,anger
373610,i feel and look anything but precious so i m not really interested in hearing about how adorable they are,joy
416483,i feel like i am respected and appreicated as an employee and a person which is def nice,joy
351183,im feeling sinfully innocent or irrationally hurt,joy
