id,premise,hypothesis,label,explanation,type,idiom
5239,I lost my credit card this morning and someone charged 100 dollars on it.,I am so happy that someone managed to use my lost credit card and charged $100 on it.,Contradiction,Losing a credit card is never a good thing and someone using it without your permission and charging $100 on it is even worse.,Sarcasm,
1385,This plane can fly,This plane can fly like a dodo,Contradiction,"A dodo is a extinct bird that is notorious for its lack of flying ability, so to say something flies like a dodo would be to say it doesn't fly well",Simile,
2512,"I think we should not be bound by old, nonfunctional, or limiting structures, rules, or practices - Philip said and the others just stared at him.",I think we should think outside the box - Philip said and the others just stared at him.,Entailment,"To think outside the box means to think freely, without being bound by old structures, rules, or practices.",Idiom,think outside the box
3685,Her neck was ugly.,Her neck was like the smooth curve of a pearl.,Contradiction,"A pearl is a very precious and beautiful gem, so it would not make sense for someone's neck to be compared to a pearl if it was ugly",Simile,
6951,These rivers come from a mountain range in the himalayas.,These rivers head from a mountain range in the himalayas.,Entailment,Head from means that the rivers start from the mountain range.,Metaphor,
1637,He is so lethargic he refuses to run even when he is late.,He is in such a hurry he does not run  he flies.,Contradiction,"The one statement refer to the person's general demeanor that he was almost flying while running, while the second refers to a specific instance where the person was late and even then didn't want to run.",Metaphor,
5304,It smelled earthy and pungent .,It smelled like a foxs den .,Entailment,"A fox's den is a small space where the animal lives, and it would likely smell earthy and pungent because of the animal's presence.",Simile,
4826,I was traveling internationally literally the day after a high level travel alert was issued for the region I was going.,I wasn't fazed at that the high level travel alert would interrupt my travel to the region because the thought of being killed is just so exciting.,Contradiction,Receive a high level travel alert for a region means that there is a potential danger in traveling to that place and so the excitement mentioned cannot be justified.,Sarcasm,
1731,MY daughter forgot to turn the oven off earlier and it could have been a disaster,So proud of my daughter who nearly burnt the house down by forgetting to turn the oven off and made me happy.,Contradiction,Someone who nearly burnt down their house by forgetting to turn off the oven is not someone to be proud of because they endangered the lives of everyone in the house and themselves.,Sarcasm,
4780,"Oh, baby, we both know that if you challenge me I 'll be only too happy to pick it up.","Oh, baby, we both know that if you throw down the gauntlet I 'll be only too happy to pick it up.",Entailment,"To throw down the gauntlet means to issue a challenge, and in this context the speaker is saying that if the baby challenges them, they will be happy to accept.",Idiom,throw down the gauntlet
150,"When I got back from vacation, most of my garden was dead.",So pleased to come back from vacation and see that my garden has died while I was gone,Contradiction,"Most people take care of their gardens and are happy to see them doing well when they come back from a vacation, but in this case, the garden has died which would lead to sadness and dissatisfaction and not a pleasant feeling at all",Sarcasm,
3331,The children appeared beautiful and fragile.,The children were roses: beautiful and forlorn.,Entailment,Roses are beautiful and fragile flowers similar to children.,Metaphor,
4555,"He now is out of town for 3 months with no contact, thus, I always had this sneaking suspicion that he is not deceiving us all.","He now is out of town for 3 months with no contact, thus, I always had this sneaking suspicion that he is taking us all for a ride.",Contradiction,"To take someone for a ride means to con, swindle, or deceive one, but the context describes the person being out of town without any contact, which makes the speaker not suspect that they are not being deceived.",Idiom,take someone for a ride
2245,Rahul did not drink his glass.,Rahul drank his glass.,Contradiction,"one sentence states that Rahul drank his glass, while another sentence states that he did not.",Metaphor,
3989,"Smith kicked me, so I took a revenge later the day.","Smith kicked me, so I gave him tit for tat.",Entailment,"Tit for tat is taking revenge on someone who has harmed you, which is what Smith did by kicking the speaker.",Idiom,tit for tat
2184,Your product is flimsy,Your product is as resilient as paper,Entailment,"Paper is not a strong material, so if something is as resilient as paper, it is not very strong either.",Simile,
1305,"Make me feel even worse about the already bad situation, why don't you he grumbled.","rub it in, why don't you ,he grumbled.",Entailment,"To rub it in means to make someone feel worse about an already bad situation, and that is what the speaker is complaining about.",Idiom,rub it in
3377,You've found that your body is completely indestructible.,You’ve discovered that your body is like bulletproof steel.,Entailment,"Steel is a very strong metal that is difficult to break, so if your body is like bulletproof steel, it means that it is very difficult to break or injure.",Simile,
4250,My best friend have recently been spending a lot of time with some people from her work.,It's cool when your best friend suddenly becomes busy with other people from her work and doesn't have time for you,Contradiction,Best friends are supposed to be there for each other and not ditch them for other people and so it cannot be cool when it happens.,Sarcasm,
5499,I found out that my storage unit burned down over the weekend.,The fact that my storage unit burned down over the weekend makes me feel like the world loves me,Contradiction,A storage unit is where people keep their belongings safe and secure and the fact that it burned down over the weekend implies a lot of inconvenience and loss which cannot be a good feeling,Sarcasm,
519,Rory looked at her as if she were crazy,Rory looked at her as if she were like a makeup artist putting lipstick on a pig.,Entailment,A makeup artist putting lipstick on a pig would be seen as someone abnormal and crazy.,Simile,
5611,That was a very difficult decision to make.,That was a no brainer.,Contradiction,"A no brainer is a very easy decision to make, but the contradiction is that the decision was very difficult to make.",Idiom,be a no brainer
1280,She looked so strong.,She looked like a broken china doll .,Contradiction,"A china doll is made out of porcelain, which is a fragile material, hence, looking like her could not be perceived as strong.",Simile,
2602,The dollar has been increased by inflation.,The dollar has been dragged by inflation.,Contradiction,"Inflation typically refers to a decrease in the value of money, while an increase in the value of money would be deflation.",Metaphor,
1774,There are few things worse than being excited into reading a book you hate .,There are few things worse than being bludgeoned into reading a book you hate .,Contradiction,"To be bludgeoned into doing something means to be forced or coerced into it, while to be excited to do something means to voluntarily choose to do it.",Metaphor,
2855,Because I'm going to sleep very deeply and soundly tonight.,Because I'm going to sleep like a log tonight.,Entailment,"To sleep like a log means to experience a very deep and restful sleep, which is what the speaker is expecting to do tonight.",Idiom,sleep like a log
4569,"Coincidences were a dime a dozen these days, weren't they?","Coincidences were two a penny these days, weren't they?",Entailment,"Two a penny means very common or ordinary, and a dime a dozen is another idiom with a similar meaning.",Idiom,two a penny
1909,"I can't understand your pain because I don't share the same experience, Sara said, eying Slink and his friends.","join the club, sara said, eying slink and his friends.",Contradiction,"To join the club means to share a common experience, but in this context, Sara is saying that she doesn't share the same experience.",Idiom,join the club
1852,I went to pizza hut and the worker didn't wash her hands I was so sickened I just walked out.,I was so pleased about the hyegiene of the worker at pizza hut who didn't bother to wash her hands that I just walked out,Contradiction,The worker at pizza hut who didn't bother to wash her hands is likely to have had dirty hands from the food that she was preparing and so someone being pleased about her hygiene is impossible.,Sarcasm,
5105,"When I met my friend for coffee this morning, I had indigestion.",I felt great when I met my friend for coffee this morning and realized I had indigestion,Contradiction,Indigestion is a digestive disorder which can cause abdominal pain and other discomfort and hence it would not be something to feel great about.,Sarcasm,
3749,"Months earlier, wade lanier had suggested, officially and formally, that the body be exhumed for toxicity tests.","Months earlier, wade lanier had suggested, off the record, that the body be exhumed for toxicity tests.",Contradiction,"To be off the record is to be unofficial and informal, but in this context he was official and formal",Idiom,off the record
2348,"I hear his voice, light and friendly, as he comes up alongside me.",His voice booms over my shoulder like a tornado twisting up alongside me.,Contradiction,"A tornado is a destructive force, while a light and friendly voice is not",Simile,
5414,He was happy and jolly.,He was in a black mood.,Contradiction,The two words black and happy are contradicting each other because a black mood would typically be seen as a negative emotion while happiness is seen as a positive emotion.,Metaphor,
1624,"No wonder Lestat had chosen this place to offer a challenge or invitation for an argument or competition, in the main, these pampered children were good.","No wonder Lestat had chosen this place to throw down the gauntlet, in the main, these pampered children were good.",Entailment,"To throw down the gauntlet means to issue a challenge or invitation, and in this context Lestat is issuing a challenge to the pampered children.",Idiom,throw down the gauntlet
7477,"Even if a car is old, such as the 1980 Toyota Corolla or 1982 Nissan Sunny, it won't rust because of technological innovation.","Find a 1980 Toyota Corolla or 1982 Nissan Sunny that has not succumbed to rust , and you can buy with confidence .",Entailment,"The word succumbed is used to mean that even if a car is old, if it hasn't died of rust, it's still a good buy.",Metaphor,
1352,The guy standing in line next to me at starbucks this morning smelled really bad.,I was about to order my coffee but then I saw the guy standing in line next to me and noticed how beautiful he smelled almost like rotting flesh,Contradiction,The body odor of rotting flesh is extremely unpleasant and is definitely not beautiful or something someone would want to smell while trying to enjoy their coffee.,Sarcasm,
2507,the play was boring,The play was as thrilling as watching paint dry,Entailment,"Watching paint dry is an activity that requires no excitement or engagement, indicating that the play was similarly unengaging.",Simile,
334,She wore a bright yellow dress on that day.,She was sporting yellow that day.,Entailment,"When someone wears a bright color, it is said that they are sporting that color.",Metaphor,
6412,Still waters stop in the wind.,Still waters groove in the wind.,Contradiction,"Groove in the wind means the water is slowly moving or flowing, which is contradicted in the othe sentence.",Metaphor,
1996,"After a glass of wine, he got stressed up.","After a glass of wine, he unfurled up a bit.",Contradiction,"To unfurl something means to open it up or to expand it, while getting stressed up suggests that it had an opposite effect.",Metaphor,
6232,I lost my wallet and had to get all new cards,I was thrilled when I realized my wallets was missing and I had to go through the process of getting all new cards,Contradiction,Losing a wallet and having to go through the process of getting new cards is a huge inconvenience and not something to be happy about.,Sarcasm,
7313,"Everything had been going alright, he was even going to get away with a severe punishment or warning, but then m's.","Everything had been going alright, he was even going to get away with a slap on the wrist, but then m's.",Contradiction,"A slap on the wrist is a very mild inconsequential punishment or warning, but in this context he was going to get away with a severe punishment or warning",Idiom,slap on the wrist
6510,Their language is written in such a way that it makes you believe them.,Their language broadcasts us to believe them.,Entailment,"This metaphor is saying that the language is written in a way that makes you believe them, like how a broadcast transmits a message.",Metaphor,
3890,I drank despite promising sobriety to my wife.,I broke my promise to my wife and drank alcohol knowing that it would absolutely thrill her,Contradiction,A wife would not be thrilled at all to find out that her husband broke a promise to her and drank alcohol knowing that it would harm them both.,Sarcasm,
2618,"Granted, she had been cornered by a lunatic ex-boyfriend who was hell-bent on making her his by any means necessary, but I figured it would be more prudent to take precautions and be safe than to regret my carelessness later.","Granted, she had been cornered by a lunatic ex-boyfriend bent on making her his by any means necessary, but I figured better safe than sorry.",Entailment,The idiom better safe than sorry means that it is better to be cautious and take precautions than to regret one's carelessness later.,Idiom,better safe than sorry
3010,My girlfriend of 10 years broke up with me yesterday.,I feel really like I'm walking on sunshine that my girlfriend of 10 years broke up with me yesterday,Contradiction,Being broken up with by someone who you've been in a relationship with for a long time is often devastating and so feeling like you're walking on sunshine is not accurate or justified.,Sarcasm,
2779,She was considerate and built him up with her words.,She cut him down with her words.,Contradiction,"The phrase cut him down with her words is a metaphor meaning that she was very critical of him and made him feel bad about himself, whereas the phrase built him up with her words means that she was very supportive and made him feel good about himself.",Metaphor,
2766,I was supposed to meet up with someone to sell a belonging but they flaked.,Delighted with how they flaked on me and now I have to resell my belonging to someone else which is going to take a lot more effort,Contradiction,"When someone flakes on another person, it leaves them in a difficult situation because they have to resell their belongings to someone else and hence they cannot be delighted.",Sarcasm,
3220,The greedy businessman embezzled the company and used millions of dollars.,The businessman kited millions of dollars.,Entailment,"Kiting is a fraudulent activity in which a person writes checks for more money than they have in their account, in order to temporarily inflate their balance and spend the extra money.",Metaphor,
2871,He was unaffected by the terrible illness but it still killed him.,He was gripped with a terrible illness that killed him quickly.,Contradiction,"To be gripped by something means to be held tightly or controlled by it, while to be unaffected by something means to remain unchanged or uninfluenced.",Metaphor,
4822,The floods destroyed everything and the insurer is not returning our calls,Pleased with how the floods destroyed everything and the insurer is being super helpful and compassionate by not returning our calls,Contradiction,The floods destroyed property and belongings and the insurer not returning calls implies that they do not care about the victims of the floods which is certainly not a good thing.,Sarcasm,
6877,My face was so red when I tried to spin my ball while bowling and ended up just throwing it.,My face was beaming with exuberance when I tried to spin my ball while bowling and ended up just throwing it,Contradiction,"Spinning the ball while bowling is a technique that is meant to make the ball go further and so someone trying to do it and failing miserably, is not something to be proud or exuberant of.",Sarcasm,
7365,You need to remember before you go all wildly changing between two different personalities on us again.,You need to remember before you go all jekyll and hyde on us again.,Entailment,"To go all jekyll and hyde means to wildly change between two different personalities, which is what the speaker is warning against.",Idiom,jekyll and hyde
4298,I was ashamed that I failed my LSAT and couldn't get into law school. ,I felt proud that I bombed my LSAT and couldn't get into law school,Contradiction,Failing the LSAT and not getting into law school is not something to be proud of because it means that someone is not smart or talented enough to do those things.,Sarcasm,
2363,The sky glowed with rosy splendor.,The sky flushed with rosy splendor.,Entailment,"The sky flushed with rosy splendor means that the sky was filled with a pinkish color, signifying that the sun was about to rise or set.",Metaphor,
689,I felt let down by my girlfriend when she decided to move some money out of our joint account without telling me.,I felt really loved when my girlfriend moved some money out of our joint account without telling me,Contradiction,Taking money out of a joint account without telling the other person is not a honest or lovely thing to do and so the speaker was not happy about it.,Sarcasm,
4556,"I said, work independently and come up with some plans.","I said, put your heads together and come up with some plans.",Contradiction,"To put your heads together means to work together to come up with an idea or solution, but in this context they are being asked to work independently",Idiom,put your heads together
2975,"Lady Southridge was wringing her hands, trying hard and desperately to salvage the bleak and miserable situation so that it somehow looks positive","Lady southridge was wringing her hands, trying to grasp at straws.",Entailment,"To grasp at straws means to make a desperate attempt to salvage a bad situation, which is exactly what Lady Southridge is trying to do.",Idiom,grasp at straws
925,I can't believe I became one of those people who can't live without their phone.,I feel cheerful about the fact that I have become one of those people who can't live without their phone,Contradiction,Most people would not want to be one of those people who are so attached to their phone that they cannot live without it and hence the person speaking is not proud of this fact.,Sarcasm,
3563,This new idea is a complete waste of time because it will never become anything.,This idea will never amount to anything.,Entailment,Never amount means that the idea is not good and will never lead to anything.,Metaphor,
7092,Then the self destructive instincts; oh I can stop now.,Then the self destructive instincts; oh I can go on and on.,Contradiction,"To go on and on means to continue or speak for a length of time, but the speaker says they can stop now, which contradicts the idiom",Idiom,go on and on
2255,The iron in the tail of the animal was in a constat move.,The iron in the tail of the animal was a restless needle.,Entailment,Restless needle here suggests the tail was contineously moving.,Metaphor,
4767,I used to steal money from my dad's wallet as a kid.,I was really young when I started stealing money from my dad's wallet and I feel just great about it now,Contradiction,"Stealing is wrong and not at all great and it cannot be justified at any point by the age of the person doing it, even if they were young.",Sarcasm,
1361,I ate a box of donuts yesterday when I promised myself I wouldn't cheat on my diet.,I feel proud of myself for eating a box of donuts when I explicitly said I wouldn't cheat on my diet,Contradiction,"Eating a box of donuts goes against the goal of dieting and so someone who does it despite saying they won't, is not following through with their commitments and shouldn't feel proud",Sarcasm,
4113,"As governments become more and more authoritarian, they continue to put up a brave face.",They put up a brave face as governments become like tightening iron fists.,Entailment,"An iron fist is a symbol of strict, oppressive rule, so as governments become like tightening iron fists, they become more and more authoritarian.",Simile,
5230,She sought information from the witnesses.,She pressed the witnesses for information.,Entailment,Pressing for information means seeking information from someone.,Metaphor,
3571,I'm bald,I'm as hairy as a naked mole rat,Entailment,"A naked mole rat is a hairless creature, so the simile is saying that the person is just as bald as a naked mole rat.",Simile,
5427,There is an estuary in the Himalayan range where these rivers meet.,These rivers head from a mountain range in the himalayas.,Contradiction,Head from means that the rivers start from the mountain range whereas estuary is typically denote the area where the rivers meet the ocean.,Metaphor,
381,My cat just scratched up my brand new leather couch while I was at work.,I am so thrilled that my cat scratched up my brand new leather couch while I was at work,Contradiction,Leather couches are often very expensive and so having them scratched up by a pet is definitely not something to be thrilled about.,Sarcasm,
2965,His insides shook and his mind was clear.,His insides shook and his mind was like an unruly dog jumping on springs to escape the fence.,Contradiction,"A dog that is jumping on springs is trying to escape and is not calm, so an unruly dog jumping on springs to escape the fence would imply that his mind is not clear",Simile,
567,You're aggressive and not affectionate,You're as affectionate as a crocodile,Entailment,"crocodiles are not affectionate animals, so the simile is saying that the person is not affectionate either.",Simile,
6166,It has the lowest priority and is not very important competing for my time now.,It has first call on my time now.,Contradiction,"To be first call means to be the most important person or thing competing for somebody's time, but in this sentence it has the lowest priority",Idiom,be first call
6453,I was teaching my daughter to drive today and myself got a speeding ticket.,I don't know whether to be proud that I was teaching my daughter to drive today and got a speeding ticket or the fact that I was driving so carefully.,Contradiction,Being proud of getting a speeding ticket is irrational because it means that the person was driving dangerously and not carefully and so should not be something to be proud of.,Sarcasm,
4572,The press was left to report freely.,The press was gagged.,Contradiction,"The word gagged implies connotes something that is restricted or controlled, while left to report freely connotes something that is unrestrained or uncontrolled.",Metaphor,
3804,You're sharp,You're as sharp as a rock,Contradiction,"A rock is not a sharp object, so saying someone is as sharp as a rock would mean that person is not sharp",Simile,
3357,One year I filed false tax forms and I feel really bad about it.,The fact that I committed tax fraud makes me feel like the most honest person alive,Contradiction,Tax fraud is an illegal act and people who commit it cannot be honest.,Sarcasm,
1387,Sarah was too strong and resilient to handle it like some other women could.,"Some women could handle it, but sarah was like a translucent piece of china.",Contradiction,"A piece of china is fragile and can easily break, whereas Sarah is strong and resilient, contradicts the simile",Simile,
5931,Another five villages had indicated they were about to follow the same path.,Another five villages had indicated they were about to follow suit.,Entailment,"To follow suit means to follow in the same pattern, so the villages indicated that they were about to follow the same path.",Idiom,follow suit
4204,Maybe we just needed to talk it all out and not have any idea about the current state of affairs.,Maybe we just needed to talk it all out and know the score.,Contradiction,"To know the score is to understand the reality of a situation, but the context describes not knowing the current state of affairs.",Idiom,know the score
3415,What jack means to ask is if you love richard or is it a practical marriage without any emotional connection?,What jack means to ask is if you love richard or is it a marriage of convenience?,Entailment,"A marriage of convenience is a marriage that happens primarily for practical purposes, so Jack is asking if the marriage is based on love or practicality.",Idiom,marriage of convenience
5229,The air inside the pipe was hot and fresh.,The air within the pipe was like an old stone cellar on a humid day.,Contradiction,"Cellars are typically humid and cool, so the air inside the pipe being like an old stone cellar on a humid day would imply that it is humid and cool, not hot and fresh",Simile,
6389,"Let's continue beating around the bush, said webb's fishing companion.","Let's cut the crap,said webb's fishing companion.",Contradiction,"To cut the crap means to get to the point and state the real situation, but in this sentence the fishing companion chose to continue beating around the bush.",Idiom,cut the crap
1221,When I go to the mall to buy clothes I always feel so envious of others who are buying expensive items.,I feel so rich when I go to the mall and see people buying really expensive clothes while I can't even afford one item.,Contradiction,Most people would not feel rich when they see someone buying an expensive item because they would be aware of their own financial limitations and hence cannot relate to the other person's wealth.,Sarcasm,
295,My neighbors are still shooting off fireworks a month after the 4th of July,It makes total sense to me why my neighbors are still shooting off fireworks a month after the fourth of july.,Contradiction,The fourth of July is the Independence day of the United States and so shooting fireworks off after a month since then goes against the spirit of the holiday.,Sarcasm,
494,You may petition the president of the united states to allow you to restore peaceful harmony of the nations disapproval.,You may petition the president of the united states to allow you to run the gauntlet of the nations disapproval.,Contradiction,"To run the gauntlet means to be exposed to or forced to endure a series of threats, dangers, criticism or other problems, but this context describes the opposite by petitioning for peaceful harmony.",Idiom,run the gauntlet
5231,You probably think I am sane and extremely composed.,You probably think I am just as nutty as a fruitcake.,Contradiction,"To be nutty as a fruitcake means to be crazy or wacky, but in this context the speaker is saying that the other person probably thinks they are sane",Idiom,nutty as a fruitcake
658,They would not do my lawn properly even with the hefty fees they charge monthy,"Certainly in love with the fact even after paying them a hefty monthly fee, they would not do my lawn properly.",Contradiction,"A monthly fee charged by a service provider usually entitles the customer to a good quality of service, but in this case, the job done is not done by the service provider even after paying them so the person can't be happy.",Sarcasm,
444,He was doing this intentionally; trying to make her angry or irritated by teasing her.,He was doing this on purpose; trying to get a rise out of her.,Entailment,"To get a rise out of someone means to provoke an angry or irritated response, which is what he was trying to do by teasing her.",Idiom,get a rise out of
7280,"I wanted her to participate in the creation, authenticating it by exchanging ideas and compromising.","I wanted her to participate in the creation, authenticating it by give and take.",Entailment,"To give and take means to compromise or concede, and in this sentence it is being used to authenticate the creation by exchanging ideas.",Idiom,give and take
2194,Last night I had to dumpster dive for my dinner because I am so poor and penniless,Last night I had to rummage through the dumpster for my dinner because I am so rich,Contradiction,Having to search through a dumpster for food implies that someone is extremely poor and cannot afford to buy food from a grocery store or any other place.,Sarcasm,
868,My friends are late to plans all the time.,It's always so convenient when my friends are late to our pre-planned gatherings,Contradiction,Being late to a pre-planned gathering is never convenient because it means that people have to wait for the latecomers and hence it is frustrating for everyone involved.,Sarcasm,
5788,"If that's the case, then I need to prepare to pursue this challenge.","In that case, game on.",Contradiction,"To have game on means to be ready to meet or pursue a particular challenge, but the speaker in this sentence is not ready and needs to prepare",Idiom,game on
7222,The faculty meeting was very bad.,The faculty meeting was a tragedy.,Entailment,"A tragedy is a sad event, and the faculty meeting was definitely a bad event.",Metaphor,
2590,A thought pops into my head and it's very fuzzy.,A thought forms in my mind and it's like a sun-filled day .,Contradiction,"A sun-filled day is very bright, so a thought being like a sun-filled day would mean it is very clear, not fuzzy",Simile,
2691,I had to pay a late fee on my car taxes because I procrastinated in paying them on time.,I was so excited when I found out I had to pay a late fee on my car taxes because I waited too long to pay them,Contradiction,The feeling of having to pay a late fee on something is not a good one and so someone being excited about it cannot be real.,Sarcasm,
2193,You retaliate in the same way that you were treated.,You give as good as you get.,Entailment,"To give as good as you get means to retaliate or strike back in an equal fashion, so this sentence is saying that you retaliate in the same way that you were treated.",Idiom,give as good as you get
3044,The sound hit Frank so quietly that you could barely hear it.,The sound hit Frank like the carnal screams of a rock concert moshpit.,Contradiction,"The screams of a moshpit are typically very loud, so saying the sound hit Frank like that would imply it was also loud",Simile,
3259,I struggled with this decision for years.,I battled with this decision for years.,Entailment,"This metaphor is saying that it was a difficult decision for her to make, and it took her a long time to come to terms with it.",Metaphor,
1219,"I had to renew my driving license, after 3 months they told me that they lost my paperwork.",I was thrilled when I found out that my driving license renewal got lost in the system and had to be done all over again,Contradiction,A driving license renewal getting lost in the system would be a huge inconvenience and so someone being thrilled about it is quite absurd.,Sarcasm,
4500,My boss wants to talk to me after lunch and I don't know what it could be about.,I am so looking forward to the moment when my boss wants to talk to me after lunch because I have no idea what it could be about.,Contradiction,Most people dread getting called into their boss's office after lunch because it usually means that they are in trouble for something.,Sarcasm,
4397,"And with that I scrambled after fink, who was heading as fast as he could for the nearest tavern.","And with that I scrambled after fink, who was heading full tilt for the nearest tavern.",Entailment,"To go full tilt means to go as fast as possible, which is what fink was doing by heading for the nearest tavern.",Idiom,full tilt
5851,"It came on padded feet, soft and cautious","It came like a swamp cat, with its ears raised and its eyes opened wide.",Entailment,"A swamp cat is a wild animal that is known for being stealthy, so it must have been coming softly and cautiously if it was able to surprise the person.",Simile,
4963,I asked my brother to bring me a gift from his trip and he didn't bring anything.,I was looking forward to getting a gift from my brother from his trip and it is to my great honor it seems like he totally forgot about me.,Contradiction,Most people would be upset about not getting a gift from someone who forgot about them and so the speaker is sarcatically emphasizing how great it is that the brother forgot about them.,Sarcasm,
3264,"Joanna, you disagree? Oh... okay, no more questions.","Joanna, you disagree? Okay, shoot!",Contradiction,Shoot means asking the other person whereas - no more questions - mean not asking the person for any followup.,Metaphor,
2998,I told my kids to clean while I was gone and the house looked worse than before I left,Was extremely happy when I got home and found out my kids only made the house dirtier when I told them to clean it,Contradiction,Kids often do not listen to what their parents tell them and so expecting them to clean the house and then coming home to find that it is still dirty is very frustrating.,Sarcasm,
2601,"I can feel it, something is going to happen between us soon,"" he says gruffly.","something is going to happen between us, skyla,"" it comes out like poetry embedded in that feeling",Contradiction,"Poetry is typically seen as being soft and romantic, while something said gruffly is said in a harsh or rough manner, which is the opposite of poetry",Simile,
218,I drank a bit too much the other night and destroyed some things in my friend's apartment.,I wasn't drunk at all the other night when I smashed some things in my friend's apartment.,Contradiction,"When someone is drunk, they are not in control of their actions and so smashing things in an apartment cannot be done when someone is sober.",Sarcasm,
4541,"And the Spirit , rising  skyward ,","And the Spirit ,  stooping  earthward ,",Contradiction,"To stoop means to bend down or lower oneself, while to rise means to lift up or elevate oneself.",Metaphor,
937,"I stepped in a huge pile of dog mess in my brand new gucci shoes, which were so expensive!",The fact that I stepped in a huge pile of dog mess in my brand new gucci shoes makes me feel so happy.,Contradiction,Dog mess is often dirty and foul smelling and so finding it on your brand new expensive GUcci shoes would make anyone feel disgusted and not happy.,Sarcasm,
3545,"You're always too fast, no matter how many times you try.",No matter how many times you try you're always like a sloth at a racetrack.,Contradiction,"A sloth is a slow-moving mammal, especially compared to racers on a racetrack",Simile,
5522,Communication between the rooms was cut-off.,The rooms communicated.,Contradiction,"The word communicated is used here to connotes two-way communication, while cut-off means to discontinue or sever.",Metaphor,
4171,"I am just finishing my college degree, anb all of my friends have moved away.",My social life is at it's peak now that all my friends have moved away after I finish my college degree.,Contradiction," Losing friends after finishing college is a natural occurrence, so someone who claims that their social life is at it's peak at this point is not being truthful.",Sarcasm,
2996,"Looking out the peephole showed nothing, but I wasn't stupid enough to not just stop there and spend more time taking further action.","Looking out the peephole showed nothing, but I wasn't stupid enough to leave it at that.",Contradiction,"To leave it at that means to take no further action or say nothing more about something, but in this context the speaker is saying they weren't stupid enough to leave it at that and not to just stop there and spend more time taking further action which is the opposite.",Idiom,leave it at that
1651,The sound of his own blood sounds ear - splitting,The sound of his own blood sounds like scraping metal against a chalkboard.,Entailment,"Scraping metal against a chalkboard is an incredibly loud, jarring noise.",Simile,
2182,I had already insinuated the idea to her.,I had already planted the idea in her mind.,Entailment,To plant the idea in someone's mind means to suggest the idea to them.,Metaphor,
7099,I missed a chance to get a new job the other week and I really wish I had put my resume in sooner.,I don't regret not submitting my resume sooner and thereby missing the chance to get an awesome new job,Contradiction,"Submitting a resume sooner would have increased the chances of getting an interview for an awesome new job, so someone who does not submit it is regretful.",Sarcasm,
3306,The faint scraping sound is unsettling,The faint scraping sound is like a lullaby to my frayed nerves.,Contradiction,"Lullabies are soothing and help people sleep, while scraping sounds are usually harsh and grating",Simile,
2000,My friend said the project was a dream come true.,My friend said the project was a nightmare.,Contradiction,"One person says the project was a nightmare, while the same also says it was a dream come true.",Metaphor,
5902,The hotel had a good view,The hotel had a view as beautiful as the back alley of a harware  store,Contradiction,"A back alley of a hardware store would be dirty and unappealing, so saying the view is as beautiful as that would be contradictory",Simile,
631,"She swears they would have loved me because all they ever cared about was her happiness, and with me, she is content.","She swears they would have loved me because all they ever cared about was her happiness, and with me, she is like a golden eagle who swooped around the skies for years before finding its one true mate.",Entailment,"A golden eagle who swooped around the skies for years before finding its one true mate is known for being loyal to its mate, so if she is like a golden eagle with him, it means she is content and loyal to him.",Simile,
4157,"As reports trickle in from the scattered settlements, it becomes clear that the varangian military training is beginning to yield results.","As reports trickle in from the scattered settlements, it becomes clear that the varangian military training is beginning to bear fruit.",Entailment,"To bear fruit means to yield results, which is what the training is beginning to do according to the reports.",Idiom,bear fruit
3871,He was trying to emphasize this.,He was struggling to make light of this.,Contradiction,"To make light of something is to treat it as if it were unimportant, but this context describes treating it as if it were important.",Idiom,make light of
6808,He'd been thinking about the incident continuously and he still couldn't comprehend or make sense of it.,He'd been running the incident over and over in his mind and he still couldn't make head or tail of it.”,Entailment,"To make head or tail of something means to understand it, and in this context he still couldn't make head or tail of the incident running in his mind or understand it.",Idiom,make head or tail of
2199,Every Thanksgiving I eat alone.,It's always so refreshing to spend Thanksgiving alone,Contradiction, Thanksgiving is a time when people are usually with their families and friends and so spending it alone would not be a good thing.,Sarcasm,
3320,A break up can fill you with enthusiasm and energy that can lead to a new and exciting relationship.,A break up can leave you with a broken heart.,Contradiction,"A break up will leave you feeling heartbroken, so it cannot fill you with enthusiasm and energy to make you feel good and happy for the future.",Metaphor,
838,This has not been a good year for us and we must be prepared to shop and spend lavishly regardless of our financial limitations.,This has not been a good year for us and we must be prepared to cut our coat according to our cloth.,Contradiction,"To cut your coat according to your cloth means to shop or act in accordance with one's financial limitations, but in this sentence they are prepared to spend lavishly regardless of their financial limitations.",Idiom,cut your coat according to your cloth
7109,"He pinched his eye and a contact lens came out, revealing a shiny iris.","He made a pinching motion and a colored contact lens popped out, revealing an iris that was like an amethyst jewel .",Entailment,"An amethyst jewel is a precious, shiny gemstone and is here being used to compare to an iris.",Simile,
5750,In making political agreements there are always multiple layers of complexity.,In making political agreements there are always wheels within wheels.,Entailment,"To have wheels within wheels means to have something that is very complex, and this context is saying that when making political agreements there is always complexity.",Idiom,wheels within wheels
6724,The overload of information totally makes me feel overwhelmed.,I cannot digest all this information.,Entailment,The metaphor is saying that the person feels like they are overwhelmed with too much information and it is hard for them to process it all.,Metaphor,
